source,target,weight
72,31,23.915329761200002
72,1,1.1
72,11,2.7184848486000006
72,29,2.5468560608
72,20,0.7
72,32,3.4757960819999996
72,0,6.564628427
72,10,0.87
72,34,-0.0611688312
72,28,0.0
72,30,0.6636363638
72,46,4.596174242599999
72,62,1.9389981448
72,6,0.25
72,74,1.25
72,37,0.4545454546
72,17,1.0151515152
72,13,0.0
72,63,1.26
31,72,23.915329761200002
31,20,0.9393939393999999
31,0,58.724363735400026
31,29,5.903000883400001
31,62,24.868863053399995
31,11,4.9758457844
31,28,2.3543116934
31,6,2.4754545454000003
31,30,4.0444949494
31,32,9.675527042199999
31,46,4.208050745599999
31,34,0.6760606060000001
31,35,0.10227272720000001
31,74,0.665
31,69,0.32
31,1,0.32
31,73,0.8566666666
31,17,0.5
31,37,1.2366666666000001
31,61,0.3500000000000001
31,4,6.4799723422
31,10,0.0
31,3,2.3554788964
31,77,3.1263636364000003
31,63,1.735
31,8,1.2
1,72,1.1
1,31,0.32
1,0,3.8875
1,46,0.09285714279999999
1,3,0.0
11,72,2.7184848486000006
11,31,4.9758457844
11,0,3.8380952382
11,62,0.6166666666
29,72,2.5468560608
29,31,5.903000883400001
29,20,2.1380555556
29,0,6.3173593073999985
29,62,0.46349206339999993
29,6,0.4
29,17,0.5
29,46,0.0
20,72,0.7
20,31,0.9393939393999999
20,29,2.1380555556
20,0,97.84054617379985
20,30,1.725
20,17,2.415909091
20,32,0.1666666666
20,62,2.3714285714
20,34,10.4412003884
20,46,43.078428564399985
20,19,10.1161411736
20,6,4.957989899000001
20,10,3.2627417028
20,47,7.2947557308
20,4,1.8238095237999998
20,77,0.0
20,63,0.0
32,72,3.4757960819999996
32,31,9.675527042199999
32,20,0.1666666666
32,0,5.758525733399999
32,30,0.0
32,17,0.0
32,62,1.9252380952
32,6,0.0
32,34,0.45
32,73,0.45
32,61,0.0
32,46,0.0
32,22,1.2833333331999999
0,72,6.564628427
0,31,58.724363735400026
0,1,3.8875
0,11,3.8380952382
0,29,6.3173593073999985
0,20,97.84054617379985
0,32,5.758525733399999
0,30,5.726785714200001
0,17,26.391753247000008
0,10,41.70401438860001
0,37,4.240327381
0,62,31.567734250799997
0,25,0.4
0,63,37.2133198284
0,6,20.582093353999998
0,46,104.46670794859982
0,69,2.7916666666
0,34,28.153789424799992
0,4,86.27964686820005
0,77,110.43639039660002
0,5,-0.09861111100000004
0,8,12.582025012399999
0,3,21.241742655600007
0,19,16.26643258
0,47,4.762659771399999
0,79,28.2119944374
0,78,4.945819160999999
10,72,0.87
10,31,0.0
10,20,3.2627417028
10,0,41.70401438860001
10,17,-0.12159090920000001
10,46,3.0250000000000004
10,6,0.15000000000000002
10,19,2.0242424242
10,63,3.0809881785999993
10,3,1.4833333331999998
10,77,7.498914141599999
10,4,23.60839891659999
10,79,3.5
10,78,4.0
10,8,0.22094017100000002
34,72,-0.0611688312
34,31,0.6760606060000001
34,20,10.4412003884
34,32,0.45
34,0,28.153789424799992
34,17,0.0
34,46,23.2962823032
34,6,1.9372619047999997
34,47,1.0866666666000002
34,19,1.0220779222
28,72,0.0
28,31,2.3543116934
28,77,0.6
30,72,0.6636363638
30,31,4.0444949494
30,20,1.725
30,32,0.0
30,0,5.726785714200001
30,6,1.0
30,62,0.4366666666
46,72,4.596174242599999
46,31,4.208050745599999
46,1,0.09285714279999999
46,29,0.0
46,20,43.078428564399985
46,32,0.0
46,0,104.46670794859982
46,10,3.0250000000000004
46,34,23.2962823032
46,17,2.8444805196000003
46,62,0.2
46,63,1.2508333334000001
46,6,9.8974163336
46,4,10.210478252199994
46,5,1.0555555555999998
46,106,0.0
46,19,13.9590055314
46,47,8.1827179608
46,77,36.1181216364
46,79,6.2072263452000005
46,8,6.265428420599999
46,3,19.854649543999987
46,78,2.3024151206
46,12,0.911904762
46,104,0.0
46,88,0.0
46,103,0.2708333334
46,105,0.0
46,45,1.2
62,72,1.9389981448
62,31,24.868863053399995
62,11,0.6166666666
62,29,0.46349206339999993
62,20,2.3714285714
62,32,1.9252380952
62,0,31.567734250799997
62,30,0.4366666666
62,46,0.2
62,17,0.4366666666
62,25,0.5
62,6,4.4074001922
62,63,0.85
62,69,0.7
62,61,0.6962962962
6,72,0.25
6,31,2.4754545454000003
6,29,0.4
6,20,4.957989899000001
6,32,0.0
6,0,20.582093353999998
6,10,0.15000000000000002
6,34,1.9372619047999997
6,30,1.0
6,46,9.8974163336
6,62,4.4074001922
6,47,0.3612903226
6,19,2.4166666666000003
6,4,2.007012987
6,77,-0.4214285714
74,72,1.25
74,31,0.665
37,72,0.4545454546
37,31,1.2366666666000001
37,0,4.240327381
37,17,0.5
17,72,1.0151515152
17,31,0.5
17,29,0.5
17,20,2.415909091
17,32,0.0
17,0,26.391753247000008
17,10,-0.12159090920000001
17,34,0.0
17,46,2.8444805196000003
17,62,0.4366666666
17,37,0.5
17,63,5.287384282400001
17,19,1.8738095237999999
17,77,4.5425757576
17,3,0.7575757576000001
17,8,0.6575757576000001
17,79,2.3992424242
17,4,2.1652380952000003
17,101,0.0
13,72,0.0
63,72,1.26
63,31,1.735
63,20,0.0
63,0,37.2133198284
63,10,3.0809881785999993
63,46,1.2508333334000001
63,62,0.85
63,17,5.287384282400001
63,77,9.800165945399996
63,3,4.900641858
63,4,24.913915899000017
63,78,1.6
63,79,2.0712810904000003
63,8,5.296803474199998
35,31,0.10227272720000001
69,31,0.32
69,0,2.7916666666
69,62,0.7
69,4,0.875
69,3,0.1083333334
69,79,0.0
73,31,0.8566666666
73,32,0.45
61,31,0.3500000000000001
61,32,0.0
61,62,0.6962962962
4,31,6.4799723422
4,20,1.8238095237999998
4,0,86.27964686820005
4,10,23.60839891659999
4,46,10.210478252199994
4,6,2.007012987
4,17,2.1652380952000003
4,69,0.875
